Model,Mark,MQC Tool,IEX Tool,Lot,Slot,Date,Image name,Image Angle,um_per_px,Top(px),Buttom(px),Xedge(px),2Dcode_width(px),2Dcode_height(px),2Dcode_dot count,Top(um),Buttom(um),Xedge(um),2Dcode_width(um),2Dcode_height(um),Judge,Alert,PATH
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,104_11_0_err_judge_m.jpg,0,0.10684782608695652,43,47,71,105,110,46,377,412,623,921,965,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/104_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,105_11_0_err_judge_m.jpg,0,0.10879347826086956,56,45,Mid,104,108,46,491,395,Mid,912,947,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/105_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,106_11_0_err_judge_m.jpg,0,0.11358695652173913,59,45,112,,,,517,395,982,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/106_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,107_11_0_err_judge_m.jpg,-90,0.10729347826086957,49,59,108,101,97,46,430,517,947,886,851,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/107_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,108_11_0_err_judge_m.jpg,-90,0.10729347826086957,52,56,Mid,101,102,58,456,491,Mid,886,894,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/108_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,109_11_0_err_judge_m.jpg,-90,0.11358695652173913,71,72,88,,,,623,631,772,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/109_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,110_11_0_err_judge_m.jpg,0,0.11521739130434783,69,73,87,,,,605,640,763,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/110_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,111_11_0_err_judge_m.jpg,0,0.11364130434782609,58,59,53,105,108,41,509,517,465,921,947,NG,XEdge OVER SPEC (465),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/111_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,112_11_0_err_judge_m.jpg,0,0.11704347826086955,68,56,79,108,108,35,596,491,693,947,947,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/112_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,113_11_0_err_judge_m.jpg,0,0.11684782608695653,51,61,52,,,,447,535,456,,,NG,XEdge OVER SPEC (456),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/113_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,114_11_0_err_judge_m.jpg,0,0.11364130434782609,60,57,Mid,105,108,28,526,500,Mid,921,947,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/114_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,115_11_0_err_judge_m.jpg,0,0.11504347826086955,72,54,86,104,106,28,631,474,754,912,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/115_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,116_11_0_err_judge_m.jpg,0,0.11521739130434783,53,56,58,,,,465,491,509,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/116_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,117_11_0_err_judge_m.jpg,0,0.11314130434782609,62,58,Mid,104,105,32,544,509,Mid,912,921,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/117_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,118_11_0_err_judge_m.jpg,0,0.11531521739130435,74,54,86,104,105,28,649,474,754,912,921,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/118_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,119_11_0_err_judge_m.jpg,0,0.11521739130434783,56,55,55,,,,491,482,482,,,NG,XEdge OVER SPEC (482),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/119_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,120_11_0_err_judge_m.jpg,0,0.12228260869565218,83,71,Mid,,,,728,623,Mid,,,NG,TOP OVER SPEC (728),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/120_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,121_11_0_err_judge_m.jpg,0,0.11381521739130435,79,54,90,101,100,39,693,474,789,886,877,NG,TOP OVER SPEC (693),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/121_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,122_11_0_err_judge_m.jpg,0,0.11521739130434783,68,72,85,,,,596,631,745,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/122_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,123_11_0_err_judge_m.jpg,0,0.11364130434782609,59,60,50,105,106,41,517,526,438,921,929,NG,XEdge OVER SPEC (438),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/123_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,124_11_0_err_judge_m.jpg,0,0.11654347826086955,68,56,80,107,108,29,596,491,701,938,947,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/124_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,125_11_0_err_judge_m.jpg,0,0.11684782608695653,55,57,96,,,,482,500,842,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/125_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,126_11_0_err_judge_m.jpg,0,0.11364130434782609,64,55,Mid,105,106,27,561,482,Mid,921,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/126_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,127_11_0_err_judge_m.jpg,0,0.11531521739130435,76,50,85,104,107,27,666,438,745,912,938,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/127_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,128_11_0_err_judge_m.jpg,0,0.11684782608695653,76,71,92,,,,666,623,807,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/128_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,129_11_0_err_judge_m.jpg,0,0.1116413043478261,67,54,Mid,101,104,42,587,474,Mid,886,912,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/129_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,130_11_0_err_judge_m.jpg,0,0.11404347826086955,78,52,85,102,102,43,684,456,745,894,894,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/130_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,131_11_0_err_judge_m.jpg,0,0.11521739130434783,75,71,101,,,,658,623,886,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/131_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,132_11_0_err_judge_m.jpg,0,0.12228260869565218,81,73,Mid,,,,710,640,Mid,,,NG,TOP OVER SPEC (710),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/132_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,133_11_0_err_judge_m.jpg,0,0.11431521739130435,76,54,93,102,103,34,666,474,815,894,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/133_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,134_11_0_err_judge_m.jpg,0,0.11684782608695653,71,73,87,,,,623,640,763,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/134_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,135_11_0_err_judge_m.jpg,0,0.11364130434782609,61,58,Mid,105,106,43,535,509,Mid,921,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/135_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,136_11_0_err_judge_m.jpg,0,0.11604347826086955,73,52,80,106,107,36,640,456,701,929,938,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/136_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,137_11_0_err_judge_m.jpg,0,0.11521739130434783,73,67,95,,,,640,587,833,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/137_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,138_11_0_err_judge_m.jpg,0,0.11314130434782609,63,54,Mid,104,108,42,552,474,Mid,912,947,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/138_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,139_11_0_err_judge_m.jpg,0,0.11404347826086955,74,51,89,102,107,31,649,447,780,894,938,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/139_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,140_11_0_err_judge_m.jpg,0,0.11521739130434783,56,55,55,,,,491,482,482,,,NG,XEdge OVER SPEC (482),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/140_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,141_11_0_err_judge_m.jpg,0,0.11264130434782609,68,56,Mid,103,101,35,596,491,Mid,903,886,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/141_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,142_11_0_err_judge_m.jpg,0,0.11431521739130435,78,53,86,102,102,34,684,465,754,894,894,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/142_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,143_11_0_err_judge_m.jpg,0,0.11521739130434783,75,70,103,,,,658,614,903,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/143_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,144_11_0_err_judge_m.jpg,0,0.12228260869565218,81,73,Mid,,,,710,640,Mid,,,NG,TOP OVER SPEC (710),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/144_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,145_11_0_err_judge_m.jpg,0,0.11431521739130435,76,54,94,102,103,45,666,474,824,894,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/145_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,146_11_0_err_judge_m.jpg,0,0.11521739130434783,69,74,90,,,,605,649,789,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/146_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,147_11_0_err_judge_m.jpg,0,0.11414130434782609,58,60,Mid,106,107,45,509,526,Mid,929,938,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/147_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,148_11_0_err_judge_m.jpg,0,0.11604347826086955,68,57,80,106,107,40,596,500,701,929,938,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/148_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,149_11_0_err_judge_m.jpg,0,0.11684782608695653,73,69,96,,,,640,605,842,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/149_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,150_11_0_err_judge_m.jpg,0,0.11364130434782609,61,53,Mid,105,111,43,535,465,Mid,921,973,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/150_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,151_11_0_err_judge_m.jpg,0,0.11531521739130435,75,51,89,104,107,32,658,447,780,912,938,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/151_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,152_11_0_err_judge_m.jpg,0,0.11521739130434783,78,66,96,,,,684,579,842,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/152_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,153_11_0_err_judge_m.jpg,0,0.11214130434782608,67,54,Mid,102,104,55,587,474,Mid,894,912,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/153_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,154_11_0_err_judge_m.jpg,0,0.11381521739130435,80,51,88,101,102,43,701,447,772,886,894,NG,TOP OVER SPEC (701),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/154_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,155_11_0_err_judge_m.jpg,0,0.11521739130434783,71,75,103,,,,623,658,903,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/155_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,156_11_0_err_judge_m.jpg,0,0.12228260869565218,77,78,Mid,,,,675,684,Mid,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/156_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,157_11_0_err_judge_m.jpg,0,0.12608695652173912,88,81,158,,,,772,710,1385,,,NG,"TOP OVER SPEC (772)
Buttom OVER SPEC (710)
XEdge OVER SPEC (1385)",http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/157_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,158_11_0_err_judge_m.jpg,0,0.11521739130434783,70,72,90,,,,614,631,789,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/158_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,159_11_0_err_judge_m.jpg,0,0.11314130434782609,59,60,Mid,104,106,50,517,526,Mid,912,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/159_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,160_11_0_err_judge_m.jpg,0,0.11554347826086955,71,55,84,105,106,49,623,482,737,921,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/160_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,161_11_0_err_judge_m.jpg,0,0.11521739130434783,56,55,55,,,,491,482,482,,,NG,XEdge OVER SPEC (482),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/161_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,162_11_0_err_judge_m.jpg,0,0.11314130434782609,64,55,Mid,104,106,21,561,482,Mid,912,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/162_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,163_11_0_err_judge_m.jpg,0,0.11404347826086955,75,52,89,102,105,20,658,456,780,894,921,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/163_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,164_11_0_err_judge_m.jpg,0,0.11521739130434783,77,68,93,,,,675,596,815,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/164_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,165_11_0_err_judge_m.jpg,0,0.12228260869565218,82,70,Mid,,,,719,614,Mid,,,NG,TOP OVER SPEC (719),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/165_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,166_11_0_err_judge_m.jpg,0,0.11481521739130435,80,51,83,103,102,32,701,447,728,903,894,NG,TOP OVER SPEC (701),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/166_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,167_11_0_err_judge_m.jpg,0,0.11521739130434783,52,59,Mid,,,,456,517,Mid,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/167_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,168_11_0_err_judge_m.jpg,0,0.12228260869565218,78,76,50,,,,684,666,438,,,NG,XEdge OVER SPEC (438),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/168_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,169_11_0_err_judge_m.jpg,0,0.11431521739130435,73,57,99,102,103,61,640,500,868,894,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/169_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,170_11_0_err_judge_m.jpg,0,0.11521739130434783,70,72,89,,,,614,631,780,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/170_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,171_11_0_err_judge_m.jpg,0,0.11414130434782609,59,59,Mid,106,107,33,517,517,Mid,929,938,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/171_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,172_11_0_err_judge_m.jpg,0,0.11604347826086955,71,54,82,106,107,36,623,474,719,929,938,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/172_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,173_11_0_err_judge_m.jpg,0,0.11521739130434783,54,55,55,,,,474,482,482,,,NG,XEdge OVER SPEC (482),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/173_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,174_11_0_err_judge_m.jpg,0,0.11214130434782608,65,57,Mid,102,103,36,570,500,Mid,894,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/174_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,175_11_0_err_judge_m.jpg,0,0.11431521739130435,76,54,87,102,103,38,666,474,763,894,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/175_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,176_11_0_err_judge_m.jpg,0,0.11521739130434783,55,56,51,,,,482,491,447,,,NG,XEdge OVER SPEC (447),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/176_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,177_11_0_err_judge_m.jpg,0,0.11214130434782608,65,57,Mid,102,103,41,570,500,Mid,894,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/177_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,178_11_0_err_judge_m.jpg,0,0.11354347826086957,76,54,90,101,102,44,666,474,789,886,894,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/178_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,179_11_0_err_judge_m.jpg,0,0.11521739130434783,55,56,90,,,,482,491,789,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/179_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,180_11_0_err_judge_m.jpg,0,0.12228260869565218,81,74,52,,,,710,649,456,,,NG,"TOP OVER SPEC (710)
XEdge OVER SPEC (456)",http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/180_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,181_11_0_err_judge_m.jpg,0,0.11431521739130435,76,54,101,102,103,37,666,474,886,894,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/181_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,182_11_0_err_judge_m.jpg,0,0.11684782608695653,70,76,89,,,,614,666,780,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/182_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,183_11_0_err_judge_m.jpg,0,0.11264130434782609,61,61,Mid,103,103,32,535,535,Mid,903,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/183_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,184_11_0_err_judge_m.jpg,0,0.11431521739130435,73,56,81,102,104,33,640,491,710,894,912,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/184_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,185_11_0_err_judge_m.jpg,0,0.11521739130434783,50,60,97,,,,438,526,851,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/185_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,186_11_0_err_judge_m.jpg,0,0.1116413043478261,60,61,Mid,101,104,42,526,535,Mid,886,912,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/186_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,187_11_0_err_judge_m.jpg,0,0.11404347826086955,71,59,86,102,102,35,623,517,754,894,894,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/187_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,188_11_0_err_judge_m.jpg,0,0.11521739130434783,57,56,57,,,,500,491,500,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/188_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,189_11_0_err_judge_m.jpg,0,0.1116413043478261,66,57,Mid,101,102,27,579,500,Mid,886,894,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/189_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,190_11_0_err_judge_m.jpg,0,0.11431521739130435,79,54,87,102,100,25,693,474,763,894,877,NG,TOP OVER SPEC (693),http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/190_11_0_err_judge_m.jpg
156HT6,V24A84Z700_02_156HT6,AAMOV200,AAIEX100,V24A84Z700,2,20240811093533,191_11_0_err_judge_m.jpg,0,0.11521739130434783,55,56,Mid,,,,482,491,Mid,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_02_156HT6/191_11_0_err_judge_m.jpg
