Model,Mark,MQC Tool,IEX Tool,Lot,Slot,Date,Image name,Image Angle,um_per_px,Top(px),Buttom(px),Xedge(px),2Dcode_width(px),2Dcode_height(px),2Dcode_dot count,Top(um),Buttom(um),Xedge(um),2Dcode_width(um),2Dcode_height(um),Judge,Alert,PATH
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,188_11_0_err_judge_m.jpg,0,0.11793478260869565,54,62,54,,,,474,544,474,,,NG,XEdge OVER SPEC (474),http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/188_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,189_11_0_err_judge_m.jpg,0,0.1123695652173913,67,56,Mid,103,101,28,587,491,Mid,903,886,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/189_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,190_11_0_err_judge_m.jpg,0,0.11431521739130435,76,55,87,102,102,30,666,482,763,894,894,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/190_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,191_11_0_err_judge_m.jpg,0,0.11521739130434783,54,57,Mid,,,,474,500,Mid,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/191_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,192_11_0_err_judge_m.jpg,0,0.12228260869565218,80,75,Mid,,,,701,658,Mid,,,NG,TOP OVER SPEC (701),http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/192_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,193_11_0_err_judge_m.jpg,0,0.11431521739130435,75,56,94,102,102,60,658,491,824,894,894,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/193_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,194_11_0_err_judge_m.jpg,0,0.11521739130434783,69,76,88,,,,605,666,772,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/194_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,195_11_0_err_judge_m.jpg,0,0.11314130434782609,59,64,Mid,104,102,49,517,561,Mid,912,894,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/195_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,196_11_0_err_judge_m.jpg,0,0.11454347826086955,69,59,79,103,104,50,605,517,693,903,912,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/196_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,197_11_0_err_judge_m.jpg,0,0.11521739130434783,69,76,100,,,,605,666,877,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/197_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,198_11_0_err_judge_m.jpg,0,0.11314130434782609,60,62,Mid,104,103,44,526,544,Mid,912,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/198_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,199_11_0_err_judge_m.jpg,0,0.11454347826086955,71,60,86,103,101,37,623,526,754,903,886,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/199_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,200_11_0_err_judge_m.jpg,0,0.11521739130434783,76,73,92,,,,666,640,807,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/200_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,201_11_0_err_judge_m.jpg,0,0.12228260869565218,79,76,50,,,,693,666,438,,,NG,"TOP OVER SPEC (693)
XEdge OVER SPEC (438)",http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/201_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,202_11_0_err_judge_m.jpg,0,0.11404347826086955,73,56,84,102,103,30,640,491,737,894,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/202_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,203_11_0_err_judge_m.jpg,0,0.11684782608695653,54,60,60,,,,474,526,526,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/203_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,204_11_0_err_judge_m.jpg,0,0.11264130434782609,65,58,Mid,103,102,25,570,509,Mid,903,894,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/204_11_0_err_judge_m.jpg
156HT6,V24A84Z700_15_156HT6,AAMOV200,AAIEX100,V24A84Z700,15,20240811100419,205_11_0_err_judge_m.jpg,0,0.11404347826086955,76,54,88,102,102,20,666,474,772,894,894,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_15_156HT6/205_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,104_11_0_err_judge_m.jpg,0,0.10684782608695652,45,47,73,105,108,42,395,412,640,921,947,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/104_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,105_11_0_err_judge_m.jpg,0,0.10929347826086956,54,46,Mid,105,109,47,474,403,Mid,921,956,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/105_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,106_11_0_err_judge_m.jpg,0,0.11358695652173913,59,45,113,,,,517,395,991,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/106_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,107_11_0_err_judge_m.jpg,-90,0.10779347826086956,47,60,108,102,96,45,412,526,947,894,842,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/107_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,108_11_0_err_judge_m.jpg,-90,0.10829347826086956,51,55,Mid,103,105,54,447,482,Mid,903,921,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/108_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,109_11_0_err_judge_m.jpg,-90,0.11358695652173913,69,73,88,,,,605,640,772,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/109_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,110_11_0_err_judge_m.jpg,0,0.11521739130434783,70,72,86,,,,614,631,754,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/110_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,111_11_0_err_judge_m.jpg,0,0.11364130434782609,59,60,Mid,105,106,32,517,526,Mid,921,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/111_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,112_11_0_err_judge_m.jpg,0,0.11654347826086955,70,55,77,107,107,33,614,482,675,938,938,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/112_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,113_11_0_err_judge_m.jpg,0,0.11521739130434783,51,57,53,,,,447,500,465,,,NG,XEdge OVER SPEC (465),http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/113_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,114_11_0_err_judge_m.jpg,0,0.11364130434782609,60,57,Mid,105,108,26,526,500,Mid,921,947,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/114_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,115_11_0_err_judge_m.jpg,0,0.11504347826086955,72,54,83,104,106,27,631,474,728,912,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/115_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,116_11_0_err_judge_m.jpg,0,0.11521739130434783,51,57,63,,,,447,500,552,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/116_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,117_11_0_err_judge_m.jpg,0,0.11364130434782609,61,58,Mid,105,106,16,535,509,Mid,921,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/117_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,118_11_0_err_judge_m.jpg,0,0.11531521739130435,73,54,84,104,106,15,640,474,737,912,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/118_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,119_11_0_err_judge_m.jpg,0,0.11521739130434783,73,72,97,,,,640,631,851,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/119_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,120_11_0_err_judge_m.jpg,0,0.12228260869565218,81,72,Mid,,,,710,631,Mid,,,NG,TOP OVER SPEC (710),http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/120_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,121_11_0_err_judge_m.jpg,0,0.11431521739130435,75,56,90,102,102,47,658,491,789,894,894,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/121_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,122_11_0_err_judge_m.jpg,0,0.11521739130434783,69,71,85,,,,605,623,745,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/122_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,123_11_0_err_judge_m.jpg,0,0.11364130434782609,59,60,Mid,105,106,42,517,526,Mid,921,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/123_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,124_11_0_err_judge_m.jpg,0,0.11654347826086955,71,54,76,107,107,29,623,474,666,938,938,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/124_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,125_11_0_err_judge_m.jpg,0,0.11521739130434783,55,53,100,,,,482,465,877,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/125_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,126_11_0_err_judge_m.jpg,0,0.11314130434782609,64,55,Mid,104,106,26,561,482,Mid,912,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/126_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,127_11_0_err_judge_m.jpg,0,0.11554347826086955,76,50,83,105,106,25,666,438,728,921,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/127_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,128_11_0_err_judge_m.jpg,0,0.11521739130434783,55,56,58,,,,482,491,509,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/128_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,129_11_0_err_judge_m.jpg,0,0.11314130434782609,65,57,Mid,104,103,39,570,500,Mid,912,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/129_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,130_11_0_err_judge_m.jpg,0,0.11381521739130435,78,54,83,101,101,46,684,474,728,886,886,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/130_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,131_11_0_err_judge_m.jpg,0,0.11521739130434783,74,73,98,,,,649,640,859,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/131_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,132_11_0_err_judge_m.jpg,0,0.12228260869565218,80,74,Mid,,,,701,649,Mid,,,NG,TOP OVER SPEC (701),http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/132_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,133_11_0_err_judge_m.jpg,0,0.11431521739130435,74,56,90,102,103,51,649,491,789,894,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/133_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,134_11_0_err_judge_m.jpg,0,0.11521739130434783,72,69,85,,,,631,605,745,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/134_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,135_11_0_err_judge_m.jpg,0,0.11364130434782609,61,57,Mid,105,107,42,535,500,Mid,921,938,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/135_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,136_11_0_err_judge_m.jpg,0,0.11604347826086955,73,51,79,106,108,44,640,447,693,929,947,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/136_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,137_11_0_err_judge_m.jpg,0,0.11684782608695653,73,69,93,,,,640,605,815,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/137_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,138_11_0_err_judge_m.jpg,0,0.11264130434782609,64,56,Mid,103,105,41,561,491,Mid,903,921,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/138_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,139_11_0_err_judge_m.jpg,0,0.11504347826086955,74,51,87,104,107,33,649,447,763,912,938,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/139_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,140_11_0_err_judge_m.jpg,0,0.11521739130434783,55,56,59,,,,482,491,517,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/140_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,141_11_0_err_judge_m.jpg,0,0.1111413043478261,66,58,Mid,100,101,34,579,509,Mid,877,886,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/141_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,142_11_0_err_judge_m.jpg,0,0.11404347826086955,76,54,83,102,102,32,666,474,728,894,894,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/142_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,143_11_0_err_judge_m.jpg,0,0.11521739130434783,74,70,99,,,,649,614,868,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/143_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,144_11_0_err_judge_m.jpg,0,0.11314130434782609,63,59,Mid,104,103,56,552,517,Mid,912,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/144_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,145_11_0_err_judge_m.jpg,0,0.11431521739130435,74,56,92,102,103,50,649,491,807,894,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/145_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,146_11_0_err_judge_m.jpg,0,0.11521739130434783,70,74,86,,,,614,649,754,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/146_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,147_11_0_err_judge_m.jpg,0,0.11264130434782609,59,60,Mid,103,106,45,517,526,Mid,903,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/147_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,148_11_0_err_judge_m.jpg,0,0.11604347826086955,69,57,79,106,106,41,605,500,693,929,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/148_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,149_11_0_err_judge_m.jpg,0,0.11521739130434783,72,67,93,,,,631,587,815,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/149_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,150_11_0_err_judge_m.jpg,0,0.11314130434782609,61,53,Mid,104,111,35,535,465,Mid,912,973,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/150_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,151_11_0_err_judge_m.jpg,0,0.11504347826086955,73,51,86,104,108,28,640,447,754,912,947,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/151_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,152_11_0_err_judge_m.jpg,0,0.11521739130434783,77,68,92,,,,675,596,807,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/152_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,153_11_0_err_judge_m.jpg,0,0.1116413043478261,67,55,Mid,101,103,60,587,482,Mid,886,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/153_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,154_11_0_err_judge_m.jpg,0,0.11404347826086955,78,51,85,102,103,53,684,447,745,894,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/154_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,155_11_0_err_judge_m.jpg,0,0.11521739130434783,70,77,101,,,,614,675,886,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/155_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,156_11_0_err_judge_m.jpg,0,0.12228260869565218,75,79,Mid,,,,658,693,Mid,,,NG,Buttom OVER SPEC (693),http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/156_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,157_11_0_err_judge_m.jpg,0,0.11354347826086957,69,59,93,101,104,19,605,517,815,886,912,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/157_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,158_11_0_err_judge_m.jpg,0,0.11521739130434783,70,72,87,,,,614,631,763,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/158_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,159_11_0_err_judge_m.jpg,0,0.11364130434782609,61,58,Mid,105,106,37,535,509,Mid,921,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/159_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,160_11_0_err_judge_m.jpg,0,0.11504347826086955,72,56,80,104,104,43,631,491,701,912,912,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/160_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,161_11_0_err_judge_m.jpg,0,0.11521739130434783,54,55,59,,,,474,482,517,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/161_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,162_11_0_err_judge_m.jpg,0,0.11314130434782609,63,54,Mid,104,108,27,552,474,Mid,912,947,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/162_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,163_11_0_err_judge_m.jpg,0,0.11454347826086955,76,50,86,103,106,21,666,438,754,903,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/163_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,164_11_0_err_judge_m.jpg,0,0.11521739130434783,76,69,89,,,,666,605,780,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/164_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,165_11_0_err_judge_m.jpg,0,0.11214130434782608,67,55,Mid,102,103,26,587,482,Mid,894,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/165_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,166_11_0_err_judge_m.jpg,0,0.11404347826086955,78,51,81,102,103,32,684,447,710,894,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/166_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,167_11_0_err_judge_m.jpg,0,0.11521739130434783,49,61,51,,,,430,535,447,,,NG,XEdge OVER SPEC (447),http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/167_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,168_11_0_err_judge_m.jpg,0,0.12228260869565218,76,78,Mid,,,,666,684,Mid,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/168_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,169_11_0_err_judge_m.jpg,0,0.11431521739130435,72,60,95,102,101,61,631,526,833,894,886,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/169_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,170_11_0_err_judge_m.jpg,0,0.11521739130434783,70,70,85,,,,614,614,745,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/170_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,171_11_0_err_judge_m.jpg,0,0.11314130434782609,61,58,Mid,104,106,39,535,509,Mid,912,929,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/171_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,172_11_0_err_judge_m.jpg,0,0.11654347826086955,71,54,78,107,107,38,623,474,684,938,938,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/172_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,173_11_0_err_judge_m.jpg,0,0.11521739130434783,54,55,58,,,,474,482,509,,,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/173_11_0_err_judge_m.jpg
156HT6,V24A84Z700_19_156HT6,AAMOV200,AAIEX100,V24A84Z700,19,20240811103257,174_11_0_err_judge_m.jpg,0,0.11214130434782608,65,57,Mid,102,103,47,570,500,Mid,894,903,OK,,http://10.97.141.73/chipid2dcode/V24A84Z700_19_156HT6/174_11_0_err_judge_m.jpg
